id lens
16 2005;3057;3538;9016;3488;3538;3538;3538;3538;3538;3538;3488;3538;3040;3538;3488;3538;3538;4036;3538;4036;3488;3538;3538;4036;3986;3040;3538;4036;4036;3538;4004;3538;3538;4036;3538;4100;3538;4036;4036;4100;3538;2542;2584;7522;4036;3538;3488;4100;3538;4036;3488;3538;3538;4036;3986;6893;3538;3455;7522;3040;3538;4100;3040;3538;4036;3986;3538;4036;4036;3538;3986;3040;3538;3637;3057;3538;16934;3538;3538;3538;3538;3488;3538;3538;3040
16 2019;3057;3538;3040;3538;3488;4036;4100;3057;3538;3538;4100;3922;4100;4036;3538;3986;3538;3538;3538;4036;3538;3488;3538;4100;3538;3538;4036;3538;3538;3170;3538;3057;3538;3538;2542;3488;4036;4036;4100;3488;3538;4100;3474;2548;2690;3538;3538;4036;3488;3538;4036;4036;3488;3538;3538;3538;4100;2681;3057;3538;3538;3491;3538;4036;4036;3538;3488;3538;4036;4036;4100;3538;3538;3538;3488;4036;4036;4100;3057;3538;3538;3538;3986;4036;3538;3538;3538;4036;3488;3538;3538;3040
16 2021;4100;3040;4100;3488;3538;3057;2542;3538;3538;2542;3538;3538;3538;3538;3057;3538;11456;3538;4036;2542;3538;3538;3538;4036;4100;3538;3538;3538;4036;3040;3538;3986;2542;3538;3538;2990;3538;3538;4100;3057;3538;4036;4100;3488;2542;3538;4036;3538;3986;4100;4100;3488;3040;3057;3538;3057;3538;3538;4036;3488;4036;3538;3538;4100;3538;3538;4036;2542;3488;4100;3120;3057;3538;3538;3538;3538;3057;2542;3538;3538;3986;4100;2542
16 1989;3538;3538;3538;4100;3986;3538;4036;3538;3538;4036;4100;3488;4036;3538;3538;3488;3538;3057;3538;15440;4100;3040;3488;3538;4036;4036;3538;3057;3538;3057;3538;3538;3538;3488;4036;3538;2542;3538;3538;4036;3040;4100;3538;3538;3538;4036;3986;3538;3538;3538;3488;4036;3538;3538;3986;3040;3538;3488;6968;3057;4036;15938;3040;3538;3488;4036;4036;4100;3538;3986;4036;3538;3538;3538;3538;3538;3986;3538;3555;4036;15440;4100
16 2015;3057;3538;4534;4036;3488;4036;4036;3538;3538;3538;4036;3488;4036;4036;4036;2990;3538;3057;3538;3538;3538;3488;3538;4100;3538;2990;3538;3538;4036;4036;3538;3538;3538;4036;3538;3538;4100;2926;3538;3538;3488;3538;3538;4036;3046;3057;3538;3538;3538;2990;3538;4036;4036;2990;3538;3538;4036;3986;3283;3538;3434;3538;3473;3057;3538;3538;3538;3986;4100;4100;3986;3538;4036;4100;3488;3538;4036;3538;3057;3538;3538;4036;3488;3040;3538;3538;3538;3538;3986;4036;3538;3538
17 2001;3538;3538;3069;3538;3538;7522;3488;4036;4036;3040;3538;3538;4036;3537;3538;3538;3538;3538;2990;3538;3538;3538;4100;3538;3538;3538;3986;4036;3538;3538;3488;2542;3538;4036;3538;3538;3986;3538;4036;4036;2990;3538;4036;3538;3538;3040;3799;3538;3538;3538;4036;3538;3040;4036;3488;3057;3538;6526;3488;3040;2542;3538;2690;3538;3538;3538;3488;4036;3538;4036;3986;4100;4036;3538;3057;3538;4036;3040;4100;2926;3538;4036;3538;3488;3538;3538;3538;2542;3538;3488;4036;4100;3538;3488;3538;3040;3538;4036;3057;3040;3538;3538;3986;3538;4036;3057;3538;3538;4036;3488;4100;4100;3488;3538;3040;3538;3538;4036;3538;3986;3538;4100;2542;3538;3986;3538;4036;3538;3488;4036
17 1999;2653;3538;3033;3538;3538;4100;2976;3488;4036;4036;3538;3986;4100;3013;3057;3538;3040;4100;4100;3424;3538;4100;3424;2542;3538;2542;3040;3538;4036;3538;3538;5997;3538;3538;4100;4036;3538;4036;3488;3538;3040;3538;4036;3986;3538;2542;3373;3057;4036;2542;4100;3424;3040;3538;3538;2990;3538;3538;3538;3538;3488;3538;3057;3057;3538;3538;4036;3488;4036;3538;3538;3538;4100;3474;2666;3057;2661;3057;4036;3538;4036;3488;4036;3040;3538;4036;3488;2542;3057;3538;3538;3538;3488;3538;2542;3538;3538;3488;4036;4036;2542;3488;11008;3538;4100;3538;2542;2771;3538;3538;4036;3538;3488;3538;3040;3538;4036;4100;3538;3538;3538;3538;3538;3538;3488;3538;3538;3538;2990;3538;3040;3538;3538;4100;3922
17 1995;3538;3538;3023;3057;3538;18926;4036;3488;4036;4036;4036;3057;3538;3538;4036;3986;4100;3538;4036;2990;3538;4036;4036;4100;3538;4036;4036;3538;3986;3538;3538;34314;3040;3538;3488;3538;3538;3057;3538;8020;3488;3538;4036;3538;3488;3538;4036;3538;3538;3986;4036;3555;3538;3538;18926;3538;3986;4036;3538;4100;2719;3057;3057;4036;11456;3538;3538;3538;2990;3538;3057;3538;4534;3538;3488;4036;4036;3538;3986;4036;4100;2976;4036;3057;4036;11954;3538;4036;3538;3538;3538;3538;3986;3538;3538;3538;3986;3538;3538;4036;3057;3538;3538;4100;3424;4036;4100;3538;3986;3538;4036;4036;4100;3538
17 2015;3057;2617;3538;3060;3057;3538;3538;3538;4100;4100;3538;3986;3538;3538;3991;3538;3538;3538;4036;3986;3040;4100;3474;4100;3040;3538;3538;3538;3986;4036;4100;3040;3538;3057;3538;3538;3538;3986;4100;3538;3538;3986;3538;4100;3474;2542;4100;3538;3538;4036;3040;3538;3488;3538;3538;3538;3488;7522;3538;4036;3986;3538;3538;3538;4036;3538;4036;3488;4036;4036;4100;3538;3538;4036;4036;2689;3029;7024;3538;4100;2926;4100;4036;3538;3986;2542;3040;3538;3538;3538;3488;4036;3538;4036;3488;3538;4100;3538;3986;3538;3538;3538;3538;3986;4100;3538;3057;3538;3538;3538;3488;4100;4036;3538;3986;2542;3538;3538;3003;3538;3538;3538;4036;3488;3538;4036;3538;3986;2542;3538;4036;4100;3424;2891
17 2019;2559;3538;3087;3057;3538;9962;3538;4036;3040;4100;2926;3538;3538;3538;3538;3538;3538;3488;3538;3538;3538;3538;2542;3538;4036;3986;3538;4036;7970;3538;3538;3538;3538;3986;3040;4036;3538;3488;3538;3538;4100;4100;3538;3057;4036;11954;3538;3538;4036;2867;3538;3538;4036;3538;3986;4036;3057;3057;3538;3040;3538;3488;4100;4036;3538;3986;4036;3538;4036;3145;3057;2643;3538;3538;4036;3538;4100;3538;4036;3538;3488;3538;3057;3538;13946;3538;3538;3538;3488;4036;4036;4036;3057;3538;18428;2780;3538;3538;3538;3538;3488;3538;3538;3538;3538;3538;3538;3538;4036;3538;4100;3538;3538;3040;3488;3538;4100;2976;3538;3488;3538
17 2001;3538;3057;3024;3538;3538;4036;3538;3488;4036;3538;3538;3986;4036;4036;3380;3538;3538;4036;3538;3488;3538;3538;4036;3986;4100;4036;4036;3538;3986;4100;4100;3474;4100;14992;3488;4036;4036;4100;3488;3040;3538;3538;4036;4100;3040;3538;3057;3538;11456;3538;4036;4100;3488;3057;3538;3538;3538;3488;4036;2827;3538;3538;3538;4036;3538;4100;3538;4036;3538;3986;3040;3538;4100;3538;3057;2643;3538;3538;3538;4100;3488;3538;4100;3040;3488;2542;3538;3538;4036;4100;3986;3040;3538;4036;3986;3538;4036;4100;3488;3057;3538;18428;3057;3538;18926;3538;3538;3986;3538;4036;3538;3538;3538;4036;3986;3538;4036;3538;3986;3538;3538;4036;2542;3488;2855
17 2013;2689;2994;3057;2562;3057;3538;16436;3538;4036;4100;3538;2506;3057;4036;3538;3538;3986;4036;3538;4036;3986;4100;3538;4100;4036;3538;4100;3538;3992;3171;4036;3538;3538;3986;4036;3080;4036;3040;3538;3488;4036;3538;3538;3488;3040;3538;3538;4036;3538;3986;4036;3538;3538;3488;3057;3538;3538;3538;3040;3538;3170;3171;3538;3538;3538;3986;4100;3538;4036;4036;4100;4100;2542;3170;2690;3538;4534;3538;3986;3538;3578;4100;3538;4100;3057;3538;18428;4100;3986;3538;3538;3538;3986;2690;3538;18468;3057;3538;4036;3538;4100;3538;4036;4036;3488;4100;3972;3538;3538;3538;3538;4036;3488;2542;3538;4100;3488;3538;3538;4036;3986;3538
17 2017;3538;3057;3522;3057;18926;4036;4036;2990;3538;4100;3972;3057;4036;43228;3040;3538;4036;3488;2525;3538;3538;4036;3488;3538;4036;4036;3488;4100;3538;4036;4036;4100;3538;3871;3057;4100;11392;4036;3538;3538;3488;3538;4036;3538;4100;3922;3538;3057;3538;23906;3986;3538;4100;3538;3182;3538;14992;3986;4036;3538;4036;3538;2690;3538;26844;3538;4036;3538;3538;3057;4036;12452;3538;4036;3538;4036;3538;4036;4100;3424;3538;3538;3488;4036;4036;4100;3057;3538;22910;3986;4036;3040;3538;4036;3986
17 2009;3538;3538;3006;3057;4036;3538;3538;3488;4036;4100;3972;3538;3538;4036;3538;3538;3538;3538;4100;2926;3538;4100;3424;2542;3538;3538;4100;4100;4100;9898;3057;3538;3538;4036;3986;3538;4036;4100;3538;3538;4036;4100;3538;3538;2812;3057;4036;3538;3538;3986;4100;2976;3538;3488;3538;3538;3538;3538;3986;3538;3538;3538;3538;3538;4036;3488;2542;3538;4036;3538;3538;3538;3155;3057;3538;4036;3538;3538;3986;4036;3538;3040;3488;4100;3538;3040;3538;3040;3488;3040;3040;3538;3488;3538;4036;3538;3488;3057;3538;3538;3538;3488;3538;3538;3057;3538;3538;3040;3986;3538;4036;4100;3488;4100;2976;3538;3057;3538;4534;3538;2990;3538;4100;3538;3986;3538;3538;4036;3986;4036
17 2005;3057;2581;3057;3051;3057;3538;4036;3538;3488;3538;3538;3040;3488;3538;3538;3483;3057;7024;3538;3488;4036;3538;3538;3488;4036;3538;4100;3488;4036;4100;3538;3040;3488;11506;3538;3488;4036;4100;3538;3986;4036;3538;4100;4100;3538;4100;3538;3538;3538;3538;3488;3538;3538;4100;3424;3057;3538;4534;3538;2990;3538;2863;3538;7522;3040;3538;3986;4036;4100;4100;3538;3538;4036;3191;3538;3538;3538;3538;4036;3488;4036;4036;3538;3986;4100;11008;3538;4100;3538;4036;3538;3986;3040;3538;4100;3538;3057;3538;19922;3538;3538;4036;4036;3488;3538;4036;3538;3986;4036;3538;2542;3057;3538;4534;3538;3488;4036;3538;4036;3986;2542;3538;4036;3488;4036
18 2023;3538;3538;3538;3538;3488;3040;3538;4036;4100;3538;4036;4036;4100;4100;3474;4036;4100;6948;3538;3538;3538;3538;3488;3538;4036;3538;2990;3538;4036;3538;3538;2990;4036;3538;4036;3488;4036;3057;3538;4036;3538;3488;3538;3057;7522;3538;3538;7024;3538;3538;3986;4036;3040;3538;3986;3538;3538;4036;4036;3538;4036;4036;4100;3538;3040;3538;3538;3538;15938;4036;4100;2926;3538;3538;4036;3538;4036;3488;3538;3538;3538;4100;2926;3538;4036;4100;2926;4036;4100;3972;3986;3538;3057;3538;7024;3282;3057;3538;4036;3538;4100;4100;3538;4036;4100
18 2025;3040;3538;3538;3538;3986;3538;4036;3538;3488;4036;4036;3488;3538;2542;3538;3538;4484;3538;3057;3538;4534;3538;3986;4100;3538;3538;3488;3538;3538;4036;4100;3538;4036;3538;3986;3538;3538;4036;3538;3538;3986;3538;3057;3538;4720;3538;3538;3538;3538;4100;3538;3986;3538;3538;4036;4100;3538;4036;3538;3538;3538;4036;4036;7970;6054;3057;3538;8020;4100;3538;4100;3040;3488;3538;3538;3538;4036;3538;3986;3538;4036;4036;3488;4036;3538;4100;3538;3538;4036;3538;3538;8966;3538;3538;3538;4036;3057;4036;19424;3538;3488
18 2005;3057;3538;5032;4036;3488;4100;4100;3488;3538;3040;3040;3538;3488;4036;3538;4036;7970;2616;3057;3538;4100;3986;4100;3474;3538;3986;4036;3538;4036;3538;3538;3538;4036;3488;4036;3538;4036;3538;4036;3488;2951;3057;4100;4112;3057;3538;3057;3538;10958;3538;3538;3538;3488;3538;3538;4036;4100;4100;2542;3538;3986;4036;3538;3057;4100;3474;4036;4100;4100;4100;3488;3057;3538;17930;4100;3488;4036;3538;4100;4100;3538;4100;3538;4100;3376;3057;3538;8020;3282;4100;4985;3538;3986;4036;4100;3474;2698
18 1997;3057;4036;11456;4036;3538;3538;3488;3538;3538;4036;4036;3488;3538;4036;3538;3488;3538;3057;3538;3538;3538;3488;4036;3040;2542;3538;3488;4036;4100;3538;3488;3040;3538;3538;3538;3986;3538;3538;3538;3538;3538;3488;2969;3538;3538;3538;3538;3538;3538;3538;3538;3538;3488;4036;3538;3040;3488;4036;3538;3538;3538;3488;4100;3538;4036;3986;3538;4036;3538;3538;3538;3538;3488;3538;3538;3538;3488;3538;3538;3538;3538;3040;3488;3538;3538;3538;3986;3538;3040;4100;3474;3488;3538;3538;3538;6974;3538;3538;3538;4100;3538;3538;4100;3538;4100;3538;3040;3538;3488
18 2001;2690;3538;10958;3538;3578;3538;3538;4036;3488;3538;4036;4036;4100;3538;4100;3538;3916;3188;3538;30828;2542;3538;4036;4100;2542;3538;4036;3986;3538;7522;3538;3538;3986;3449;3538;3538;3040;6656;2690;3538;4036;3538;2542;3488;4100;3538;4036;4036;3986;3538;4100;3972;4100;3538;4100;11890;3538;3538;3538;3488;3538;3578;3538;4100;3538;3538;3538;3538;3488;3538;4036;3040;3488;3538;3538;3538;3986;3538;3538;3040;3040;3488;3538;3171;3538;2542;3538;3538;3538;3538;3538;3488;3538;3040;3538;3488
18 2009;3057;3538;27342;3538;4036;3538;4036;3986;4100;3538;4100;3922;4100;3188;4036;3538;3538;3488;4100;3538;4036;3488;4036;4036;4100;3538;4036;4036;6476;3538;3538;3538;3538;3538;3488;3538;3538;3538;3538;3538;3538;15490;3488;3538;3040;3538;4036;3538;3538;4100;3538;4036;3538;3538;3986;3040;3538;3057;3538;23906;3488;3858;3538;3538;4036;3538;3986;4036;4036;3538;4100;3922;3538;3538;4100;3922;4100;4036;3488;3040;7522;4036;3538;3057;3538;15440;3538;4036;4100
18 1995;3057;3538;5032;3538;3488;3538;3538;3538;3488;4036;3538;3538;3986;3538;3538;4534;3488;3538;3538;3057;4036;3538;4036;3986;3538;4036;4036;3488;4036;3538;3538;3488;4036;4036;4100;10396;3057;3538;7522;2990;3413;3538;3538;3538;7522;3057;3538;12452;3538;4036;4036;4100;2542;3538;4036;4100;3922;3538;3538;3538;3986;4036;6516;3538;3538;4100;3538;3488;4036;4036;3040;3488;3538;3057;3538;5032;3538;3488;3538;4036;4036;4100;4100;3538;3538;3986;4100;3538;3538;8468;3538;3538;3538;3538;3735;3538;3538;3538;3538;3488;4036;4100;3538;2990
18 2033;3538;3538;3538;3538;3488;3538;4100;3538;3488;3538;4036;2542;3488;4100;2976;4036;3538;3488;3538;3538;4100;3424;3538;3538;3538;3986;3538;4036;3538;2990;4036;4036;3538;2542;3040;3188;3538;4036;3538;4100;3538;3057;3538;3538;3538;3538;3538;2542;3538;3538;3488;3538;4036;3538;3488;3538;3538;3488;3538;6526;3538;3488;4036;2542;3538;3057;3538;4036;3538;3488;4100;2542;2542;3538;4100;3040;7522;3538;3488;4100;3538;3040;3488;3538;4036;3538;2542;3488;3538;4036;4036;3538;3538;3538;3538;3538;3538;3538;2756;3538;4036;3538;3538;3986;3538;3040;3538;3538
18 2019;3057;3538;3538;3040;3488;3538;3538;3986;4036;3040;3538;3538;4100;3538;4100;10894;3538;3538;3538;3538;4100;3538;4100;3538;3986;3538;4036;3538;4100;3538;4036;4036;6974;7024;3538;4036;3488;3834;3538;3538;2701;3538;3538;3538;4036;3538;3538;4100;3538;3538;3488;4036;3538;4100;2542;4100;3424;3538;3538;7970;7059;7024;3538;3538;4100;4036;3040;3488;3538;3057;3538;3538;3538;3488;4036;4036;3538;2542;3538;4036;4100;3538;4036;4036;12806;3538;3538;3538;3538;2784;3057;3538;19922;3538;3488
18 2019;3538;4036;3538;3538;2542;3538;4036;4036;3488;3538;4036;3538;4100;3538;4036;4036;4100;6412;3057;3538;3538;4036;3488;4036;4036;3538;3488;3538;4100;2976;4036;4100;3922;3538;4100;3488;3538;3538;3538;3538;3538;3986;2906;3538;3538;3538;3538;3538;7024;3538;3538;4100;3922;4036;3538;3488;3538;3538;4100;3474;3986;4100;3538;3538;3986;4036;3040;3039;3538;3040;4036;3538;2990;3538;4036;3040;3488;3538;3538;3538;3538;3538;3488;3538;3538;4036;3488;3538;3538;3538;4100;3538;4100;11392;3538;3538;3538;3538;3273;3057;3040;3538;3040;3488;3040;3538;4036;3488
19 2007;3538;3538;8020;3538;3538;3538;3538;3488;3538;4036;3538;3986;3538;3538;3057;3538;15938;3538;3538;3986;4036;4100;3538;3986;4036;2542;3538;4036;3986;3538;3538;3538;3538;3538;4036;3986;4100;3538;3538;3488;3538;3538;3538;3488;3538;3538;3057;3538;15938;4100;4100;3538;3538;3538;3538;3488;3538;3057;3538;6028;3057;4100;5466;3538;3986;4036;4100;3538;4100;3555;3538;11954;3538;3538;3538;4100;2926;4036;3538;3057;3538;8020;4100;3538;4036;4036;4100;3188;3538;5032;3538;3488;4036;4036;4100;3488;4036;4036;4100;2990;4036;3538;3538;2542;3488;4036;7807;3538;4036;3538;3538;3488;3538;4036;4036;3986;3538;4100;3538;4036;3986;4100;4100;3986;2785
19 2029;3057;3538;3538;4036;3986;3538;3538;4036;3986;3538;3538;3538;3488;4100;3538;3538;3538;3538;3488;4036;3538;4036;3538;3488;4036;4036;3986;3538;4036;3538;4100;9400;2542;3057;3040;3538;3538;3986;3538;4036;3538;3538;4036;3538;4100;3488;4100;3057;3538;3538;3538;3986;4036;3040;3538;3986;3538;4036;3538;3986;3538;4036;4534;3040;3538;2629;3538;3538;3538;3538;3488;3538;4100;3538;3986;4036;3538;3538;4036;4036;3488;4036;3538;4036;2542;3488;4100;2976;3057;3538;3538;4036;4100;3538;4100;4036;3488;3538;3538;2542;4100;4100;2542;3538;2542;2542;3488;4036;2542;3538;3538;3986;3538;3538;3538;14815;3057;3538;3538;3538;3488;4036;3538;4036;4100;3538;3538;3538;4036;3488;4100;3538;3538;4727
19 1987;3538;3538;3538;4036;3488;4036;3538;3538;3488;3538;3538;3538;4036;3986;3538;2857;3538;3538;3538;3538;3986;2542;4036;3538;3986;4100;3538;3538;4100;3538;4100;12388;3057;3538;3538;3538;3986;4036;4100;3538;3986;3538;4036;4036;3488;2542;2544;3538;3538;3538;3538;4100;3538;3538;3538;3488;4100;3040;3538;3040;3488;3538;3538;3538;3538;3538;3057;3538;3538;4036;3488;4036;3538;3538;3488;3538;3538;3538;3538;3538;3986;4036;3538;4036;3488;3538;4036;3538;3057;3538;3538;3538;3986;3538;4036;4036;4100;3057;3538;3538;3488;3538;3538;3538;3986;3040;3538;3538;3040;3986;3538;3538;3538;3488;3538;3538;3538;3538;3538;4036;3488;2542;3538;3538;3488;3538;3538;3538;3986;4036;3538;4036;3488
19 1999;3057;13448;3538;3538;4036;4100;3424;4036;3538;4036;4100;4036;3310;3057;26396;3488;4036;3538;4036;4036;3488;3538;4036;4036;3986;2542;3538;3570;3538;3538;3538;3538;3986;3538;4036;4100;3488;4036;4100;3538;3986;2542;4036;3538;4036;3538;4036;3986;4100;2976;4036;3986;3538;4036;4036;2542;3488;4036;3538;3538;3538;3538;3057;3538;11456;3538;3538;3040;3488;3538;4100;7475;10460;4036;3040;3986;3538;3538;3538;2777;4100;2976;4036;3538;3488;3538;3538;4036;3986;4100;21416;3538;4100;3538;3538;3488;3538;4036;4036;3538;3986;4036;3538;3538;3538;3538;4036;3986;4100;3538;3538;3488;4036;3538;3538;3986;4036;4100;3538;4100
19 2025;2542;3040;3538;4100;3424;3538;2542;3538;3488;4100;3040;3538;3538;3538;2901;6526;3040;3538;3488;3538;3538;3538;3488;4100;2542;3538;3538;3986;3538;3538;3538;12452;3057;3538;3538;3538;3986;3538;4036;3538;3488;3538;3538;2542;4036;3488;3538;3060;3188;3538;4036;2542;3488;3538;3538;4036;3488;3538;3538;4100;3972;3538;3538;3538;3538;3538;3538;3538;4036;4100;3424;4036;2542;3040;3538;4100;3057;4036;3538;3538;4100;3424;3538;3538;3488;4100;3538;3538;3538;3538;2542;3488;3538;4036;3538;4100;3538;3040;3538;3538;4100;3538;4036;4036;4100;3538;4100;4036;3488;3538;4100;3474;2990;3538;4036;3365;3538;3538;2542;2990;3538;4036;3538;3986;3040;3538;3538;3488;3538;6028;3538;3488;2858
19 1993;3538;4036;3538;4036;3488;3538;4036;3538;3986;4036;4100;3538;3986;4036;2542;3538;3538;3538;3538;4036;3488;3538;4036;3538;3040;3488;3040;3538;4036;3986;3538;3538;4036;3040;3488;3538;3538;3538;3538;4036;3538;3488;2542;3538;4036;3488;2542;3538;4100;3972;3488;4036;2559;3538;7024;3488;4036;3538;3040;3538;3488;3538;3538;4036;3488;3538;3538;3538;3538;3538;3040;3538;2542;3488;4036;4036;3538;2990;3487;3057;3538;3538;4036;3538;4100;3474;3538;2990;3538;3538;2542;3538;3538;4036;3040;3488;3538;3538;2542;3488;3057;3538;7522;3986;4036;3538;3538;3488;3538;3040;3538;3538;3488;3040;4036;3538;3488;4036;5530;2895;3057;3538;12452;3538;3538;3040;4100;3538;4036;3538;3488;3538;3538;4036;2542;3488
19 2019;3538;3538;3538;3538;3488;3538;4100;2976;3488;3538;3538;3538;3986;3538;3040;2857;3538;3538;4036;3488;3538;3040;3488;3040;3538;3538;3538;10510;3488;3538;3538;3538;3538;3538;3488;2542;3040;2542;3488;4100;3538;3488;2542;2542;2542;3538;3538;3986;3538;2542;3040;3488;3538;3538;3538;3488;3538;2542;2950;3538;3538;3538;3538;4100;3538;3040;3488;2542;3057;18428;3538;3538;3986;3538;2542;4036;3538;2542;3538;2542;3488;4100;3538;4036;3057;11008;3488;3538;3538;4036;3488;3538;3538;4100;3538;3986;4036;3538;4036;3986;2542;3538;3538;3057;3538;4534;3538;3488;4036;4100;3538;3986;3040;3538;4036;4100;3538;3538;3538;8250
19 1993;3538;3538;3040;3538;3488;3538;3538;3538;3488;3538;4036;3538;4100;3538;4036;2884;3057;4036;12452;3538;3538;3538;4100;3538;3040;3538;3538;3488;3538;3538;3538;3488;4100;4430;3538;4036;3538;3538;3488;3538;4036;4036;3538;4036;3040;3986;3538;3538;3538;2542;3538;3538;3986;3538;3538;3538;4100;3538;3538;4036;3538;4100;3538;3538;4036;3538;3057;6028;3538;3986;3538;4100;3474;3488;3912;3057;6526;3538;4100;3538;2542;3538;2990;3538;3538;3538;4100;2993;15440;3538;3538;3986;3188;3538;5032;3538;3986;4036;3538;3040;4100;3424;3538;3538;3488;2542;3538;4036;3538;3986;3538;3538;3057;3538;11456;3538;4036;3538;3986;3538;3538;4100;3474;4100;3538;2542;3538;3986
19 1999;3057;3538;3538;3538;3488;3538;4036;3538;3488;4036;3538;4036;3986;3040;3538;3337;2690;3538;3538;4100;3488;3538;3538;3538;2990;3538;3538;3538;3538;3538;3538;3538;6974;4534;3538;3057;11008;3488;3538;4036;4036;3488;4100;3538;3538;3986;3538;3503;11008;3538;4100;3538;3538;3538;3488;3538;2542;3538;3488;3538;2813;3538;3538;3538;3538;3057;3538;11456;3040;4100;3474;3488;4036;3538;3538;4036;4036;3488;4036;3538;4036;3986;4036;2542;3538;18926;4036;4100;3538;2676;3057;3538;23408;3488;4036;4036;4100;3474;3986;4100;3474;4036;4100;3538;4036;3057;3538;11954;3538;4036;4036;4100;3538;4036;4100;2976;3538;4036;4036;4036;3243
19 2019;2542;2542;3538;3538;3488;3538;3538;3538;3488;3538;3538;3538;3488;3538;3538;3538;3538;4036;3538;3488;3538;3538;3538;3488;3538;3538;4036;3538;3538;3538;8468;3538;3538;3040;3057;3538;3538;3538;3986;3538;4100;4036;3488;3538;3538;3538;3986;3538;4036;3171;2542;3538;3538;3488;3538;3080;3040;3538;3538;3538;3538;3538;3538;2610;3538;3040;3538;2638;2690;3538;3538;3538;3488;3538;3040;3538;3538;3040;2673;3538;3538;3538;3488;3538;3040;3538;3538;3538;3488;3538;3040;3040;3538;3488;3040;3538;3040;3488;3040;3538;3538;3538;3538;3538;3040;3538;2542;2542;3488;3538;3538;2542;3538;3488;3538;3538;3057;3538;2542;3538;3488;2542;4036;3538;4100;3538;3040;3538;3538;3488;3538;3538;4534;2990
20 2009;7522;3538;3538;3488;4036;3040;3538;3986;4100;3538;4036;3488;4036;4100;3474;4036;3538;3538;3538;3040;3040;3057;3538;3538;3538;3986;4036;4100;3474;4100;3424;4100;3538;4100;3424;3538;3040;2990;3538;3538;2542;3538;4100;2926;3538;3488;3040;4100;3538;3488;3057;3538;3538;3538;3488;3538;3538;3538;3488;3538;3040;3488;4100;3040;3538;3538;3488;3538;11008;3538;3488;4036;3538;4036
20 2005;3057;3538;4534;3538;3488;4100;3538;4036;3488;4100;3538;3538;3986;2542;2542;3538;16103;3057;3538;6010;3057;3538;4036;2542;3488;4036;3040;3538;3538;3488;3538;2542;4100;4100;9898;5480;3538;3538;3538;4036;3488;4036;3538;3538;3488;3538;4100;3972;3040;3488;3057;3538;3538;3538;3488;4100;3474;3040;3538;3538;3538;4036;3488;3538;4036;4100;6412;3164;2690;3538;12950;3040;3538;3538
20 2013;3538;3538;3538;3538;4100;3538;4100;3538;3488;3538;4100;4100;3538;3040;4100;4470;4100;4100;3057;3538;3538;2524;3538;3538;3538;3538;4100;4100;4100;4100;4036;4036;3986;3538;4036;8220;3057;3538;15440;4036;4036;2542;3488;4036;4100;3488;3538;3538;4100;3538;3488;3538;4036;4036;4100;3538;4036;4036;3488;3538;4036;4100;3538;4100;4988;3057;3538;19424;4036;3488
20 2013;3057;3538;27840;3538;4036;4036;4100;4036;3538;4036;3538;3488;4036;2707;3538;3538;3538;3057;3538;8020;3488;4036;3538;4036;3488;4036;4100;3538;3488;3538;4036;4100;2542;3693;3057;3538;20420;3538;3488;4036;4036;4100;4100;11008;4036;3986;3538;3040;3538;3986;3538;4036;3538;4036;3986;4100;4100;3040;3538;4036;3057;3538;23906;3488
20 2009;2690;3538;3538;3538;3986;3040;3080;3538;3040;4100;2976;3488;4100;3474;4036;4100;3538;4036;4036;5480;3057;8020;3171;3538;3538;3538;3488;3538;3538;4036;3538;3538;3986;4100;2976;3538;3538;3986;3538;3538;3057;3538;7522;3488;4036;3538;4036;3986;3538;4036;3538;3488;3538;4100;3538;4100;3424;3538;4036;3538;3538;3538;4036;3538;4100;3922;4100;4100;3488;3040;3057;3538;3538;2542;3488;4100;3972;4036;3488
20 2029;3057;3538;3538;3538;3488;3538;3040;3538;3488;3538;3538;3538;3488;3538;3538;3538;4534;3488;3538;3538;3538;3538;4036;3538;3538;3538;3538;4100;3538;4036;4036;2990;3538;3538;4100;3538;3986;4100;3538;3538;3488;3538;3538;3538;3488;3538;3538;3538;3986;3538;3538;4036;3057;3538;5032;4036;3488;2542;3538;3488;4036;3538;3040;3538;4100;2926;3538;3538;3488;4036;4142;3057;3538;4534;3538;4100;3424;3538;3538;3488
20 2001;3057;3538;8020;3488;4036;4036;3538;3488;4036;3538;4036;4100;3488;3538;3538;4036;4100;3538;4036;3057;4036;3538;16436;2542;4036;3538;3986;3538;2542;3538;3040;3488;3538;3538;4036;4100;2690;4036;3538;3040;3488;4036;4036;4100;3488;4100;3538;3986;3171;3538;3538;3538;3488;3538;4036;3538;2542;3488;4036;3538;3538;3040;4100;3424;4100;3538;4100;2926;2508;3057;3538;14444;4100;4100;3488
20 2023;3538;3538;3538;3538;3986;3538;3538;4036;4100;3538;4036;3538;3538;3538;4100;4100;2976;3488;3538;3196;3538;4036;3538;3538;3538;3538;4100;3538;3538;4036;3488;3538;3040;3538;4036;2990;3538;3538;3040;2990;3538;4036;3538;3040;3488;4036;4100;3538;2990;3538;4036;4036;2990;3057;3538;3538;4036;3488;4036;4036;3538;3986;4036;3538;4036;3538;3986;4036;3538;4100;3488;2542;3101;3057;3538;3538;4100;3488;3538;4036;3538;2990
